time,down,right,up,left
09:49:56.3,False,False,False,False
09:49:56.4,False,False,False,False
09:49:56.5,False,False,False,False
09:49:56.6,False,False,False,False
09:49:56.7,False,False,False,False
09:49:56.8,False,False,False,False
09:49:56.9,False,False,False,False
09:49:57.0,False,False,False,False
09:49:57.1,False,False,False,False
09:49:57.2,False,False,False,False
09:49:57.3,False,False,False,False
09:49:57.4,False,False,False,False
09:49:57.5,False,False,False,False
09:49:57.6,False,False,False,False
09:49:57.7,False,False,False,False
09:49:57.8,False,False,False,False
09:49:57.9,False,False,False,False
09:49:58.0,False,False,False,False
09:49:58.1,False,False,False,False
09:49:58.2,False,False,False,False
09:49:58.3,False,False,False,False
09:49:58.4,False,False,False,False
09:49:58.5,False,False,False,False
09:49:58.6,False,False,False,False
09:49:58.7,False,False,False,False
09:49:58.8,False,False,False,False
09:49:58.9,False,False,False,False
09:49:59.0,False,False,False,False
09:49:59.1,False,False,False,False
09:49:59.2,False,False,False,False
09:49:59.3,False,False,False,False
09:49:59.4,False,False,False,False
09:49:59.5,False,False,False,False
09:49:59.6,False,False,False,False
09:49:59.7,False,False,False,False
09:49:59.8,False,False,False,False
09:49:59.9,False,False,False,False
09:50:00.0,False,False,False,False
09:50:00.1,False,False,False,False
09:50:00.2,False,False,False,False
09:50:00.3,False,False,False,False
09:50:00.4,False,False,False,False
09:50:00.5,False,False,False,False
09:50:00.6,False,False,False,False
09:50:00.7,False,False,False,False
09:50:00.8,False,False,False,False
09:50:00.9,False,False,False,False
09:50:01.0,False,False,False,False
09:50:01.1,False,False,False,False
09:50:01.3,False,False,False,False
09:50:01.4,False,False,False,False
09:50:01.5,False,False,False,False
09:50:01.6,False,False,False,False
09:50:01.7,False,False,False,False
09:50:01.8,False,False,False,False
09:50:01.9,False,False,False,False
09:50:02.0,False,False,False,False
09:50:02.1,False,False,False,False
09:50:02.2,False,False,False,False
09:50:02.3,False,False,False,False
09:50:02.4,False,False,False,False
09:50:02.5,False,False,False,False
09:50:02.6,False,False,False,False
09:50:02.7,False,False,False,False
09:50:02.8,False,False,False,False
09:50:02.9,False,False,False,False
09:50:03.0,False,False,False,False
09:50:03.1,False,False,False,False
09:50:03.2,False,False,False,False
09:50:03.3,False,False,False,False
09:50:03.4,False,False,False,False
09:50:03.5,False,False,False,False
09:50:03.6,False,False,False,False
09:50:03.7,False,False,False,False
09:50:03.8,False,False,False,False
09:50:03.9,False,False,False,False
09:50:04.0,False,False,False,False
09:50:04.1,False,False,False,False
09:50:04.2,False,False,False,False
09:50:04.3,False,False,False,False
09:50:04.4,False,False,False,False
09:50:04.5,False,False,False,False
09:50:04.6,False,False,False,False
09:50:04.7,False,False,False,False
09:50:04.8,False,False,False,False
09:50:04.9,False,False,False,False
09:50:05.0,False,False,False,False
09:50:05.1,False,False,False,False
09:50:05.2,False,False,False,False
09:50:05.3,False,False,False,False
09:50:05.4,False,False,False,False
09:50:05.5,False,False,False,False
09:50:05.6,False,False,False,False
09:50:05.7,False,False,False,False
09:50:05.8,False,False,False,False
09:50:05.9,False,False,False,False
09:50:06.0,False,False,False,False
09:50:06.2,False,False,False,False
09:50:06.3,False,False,False,False
09:50:06.4,False,False,False,False
09:50:06.5,False,False,False,False
09:50:06.6,False,False,False,False
09:50:06.7,False,False,False,False
09:50:06.8,False,False,False,False
09:50:06.9,False,False,False,False
09:50:07.0,False,False,False,False
09:50:07.1,False,False,False,False
09:50:07.2,False,False,False,False
09:50:07.3,False,False,False,False
09:50:07.4,False,False,False,False
09:50:07.5,False,False,False,False
09:50:07.6,False,False,False,False
09:50:07.7,False,False,False,False
09:50:07.8,False,False,False,False
09:50:07.9,False,False,False,False
09:50:08.0,False,False,False,False
09:50:08.1,False,False,False,False
09:50:08.2,False,False,False,False
09:50:08.3,False,False,False,False
09:50:08.4,False,False,False,False
09:50:08.5,False,False,False,False
09:50:08.6,False,False,False,False
09:50:08.7,False,False,False,False
09:50:08.8,False,False,False,False
09:50:08.9,False,False,False,False
09:50:09.0,False,False,False,False
09:50:09.1,False,False,False,False
09:50:09.2,False,False,False,False
09:50:09.3,False,False,False,False
09:50:09.4,False,False,False,False
09:50:09.5,False,False,False,False
09:50:09.6,False,False,False,False
09:50:09.7,False,False,False,False
09:50:09.8,False,False,False,False
09:50:09.9,False,False,False,False
09:50:10.0,False,False,False,False
09:50:10.1,False,False,False,False
09:50:10.2,False,False,False,False
09:50:10.3,False,False,False,False
09:50:10.4,False,False,False,False
09:50:10.5,False,False,False,False
09:50:10.6,False,False,False,False
09:50:10.7,False,False,False,False
09:50:10.8,False,False,False,False
09:50:10.9,False,False,False,False
09:50:11.0,False,False,False,False
09:50:11.1,False,False,False,False
09:50:11.2,False,False,False,False
09:50:11.3,False,False,False,False
09:50:11.4,False,False,False,False
09:50:11.5,False,False,False,False
09:50:11.6,False,False,False,False
09:50:11.7,False,False,False,False
09:50:11.8,False,False,False,False
09:50:11.9,False,False,False,False
09:50:12.0,False,False,False,False
09:50:12.1,False,False,False,False
09:50:12.2,False,False,False,False
09:50:12.3,False,False,False,False
09:50:12.4,False,False,False,False
09:50:12.5,False,False,False,False
09:50:12.6,False,False,False,False
09:50:12.7,False,False,False,False
09:50:12.8,False,False,False,False
09:50:12.9,False,False,False,False
09:50:13.0,False,False,False,False
09:50:13.1,False,False,False,False
09:50:13.2,False,False,False,False
09:50:13.3,False,False,False,False
09:50:13.4,False,False,False,False
09:50:13.5,False,False,False,False
09:50:13.6,False,False,False,False
09:50:13.7,False,False,False,False
09:50:13.8,False,False,False,False
09:50:13.9,False,False,False,False
09:50:14.0,False,False,False,False
09:50:14.1,False,False,False,False
09:50:14.2,False,False,False,False
09:50:14.3,False,False,False,False
09:50:14.4,False,False,False,False
09:50:14.5,False,False,False,False
09:50:14.6,False,False,False,False
09:50:14.7,False,False,False,False
09:50:14.8,False,False,False,False
09:50:14.9,False,False,False,False
09:50:15.0,False,False,False,False
09:50:15.1,False,False,False,False
09:50:15.2,False,False,False,False
09:50:15.3,False,False,False,False
09:50:15.4,False,False,False,False
09:50:15.5,False,False,False,False
09:50:15.6,False,False,False,False
09:50:15.7,False,False,False,False
09:50:15.8,False,False,False,False
09:50:15.9,False,False,False,False
09:50:16.0,False,False,False,False
09:50:16.1,False,False,False,False
09:50:16.2,False,False,False,False
09:50:16.3,False,False,False,False
09:50:16.4,False,False,False,False
09:50:16.5,False,False,False,False
09:50:16.6,False,False,False,False
09:50:16.7,False,False,False,False
09:50:16.8,False,False,False,False
09:50:16.9,False,False,False,False
09:50:17.0,False,False,False,False
09:50:17.1,False,False,False,False
09:50:17.3,False,False,False,False
09:50:17.4,False,False,False,False
09:50:17.5,False,False,False,False
09:50:17.6,False,False,False,False
09:50:17.7,False,False,False,False
09:50:17.8,False,False,False,False
09:50:17.9,False,False,False,False
09:50:18.0,False,False,False,False
09:50:18.1,False,False,False,False
09:50:18.2,False,False,False,False
09:50:18.3,False,False,False,False
09:50:18.4,False,False,False,False
09:50:18.5,False,False,False,False
09:50:18.6,False,False,False,False
09:50:18.7,False,False,False,False
09:50:18.8,False,False,False,False
09:50:18.9,False,False,False,False
09:50:19.0,False,False,False,False
09:50:19.1,False,False,False,False
09:50:19.2,False,False,False,False
09:50:19.3,False,False,False,False
09:50:19.4,False,False,False,False
09:50:19.5,False,False,False,False
09:50:19.6,False,False,False,False
09:50:19.7,False,False,False,False
09:50:19.8,False,False,False,False
09:50:19.9,False,False,False,False
09:50:20.0,False,False,False,False
09:50:20.1,False,False,False,False
09:50:20.2,False,False,False,False
09:50:20.3,False,False,False,False
09:50:20.4,False,False,False,False
09:50:20.5,False,False,False,False
09:50:20.6,False,False,False,False
09:50:20.7,False,False,False,False
09:50:20.8,False,False,False,False
09:50:20.9,False,False,False,False
09:50:21.0,False,False,False,False
09:50:21.1,False,False,False,False
09:50:21.2,False,False,False,False
09:50:21.3,False,False,False,False
09:50:21.4,False,False,False,False
09:50:21.5,False,False,False,False
09:50:21.6,False,False,False,False
09:50:21.7,False,False,False,False
09:50:21.8,False,False,False,False
09:50:21.9,False,False,False,False
09:50:22.0,False,False,False,False
09:50:22.1,False,False,False,False
09:50:22.2,False,False,False,False
09:50:22.3,False,False,False,False
09:50:22.4,False,False,False,False
09:50:22.5,False,False,False,False
09:50:22.6,False,False,False,False
09:50:22.7,False,False,False,False
09:50:22.8,False,False,False,False
09:50:22.9,False,False,False,False
09:50:23.0,False,False,False,False
09:50:23.1,False,False,False,False
09:50:23.2,False,False,False,False
09:50:23.3,False,False,False,False
09:50:23.4,False,False,False,False
09:50:23.5,False,False,False,False
09:50:23.6,False,False,False,False
09:50:23.7,False,False,False,False
09:50:23.8,False,False,False,False
09:50:23.9,False,False,False,False
09:50:24.0,False,False,False,False
09:50:24.1,False,False,False,False
09:50:24.2,False,False,False,False
09:50:24.3,False,False,False,False
09:50:24.4,False,False,False,False
09:50:24.5,False,False,False,False
09:50:24.6,False,False,False,False
09:50:24.7,False,False,False,False
09:50:24.8,False,False,False,False
09:50:24.9,False,False,False,False
09:50:25.0,False,False,False,False
09:50:25.1,False,False,False,False
09:50:25.2,False,False,False,False
09:50:25.3,False,False,False,False
09:50:25.4,False,False,False,False
09:50:25.5,False,False,False,False
09:50:25.6,False,False,False,False
09:50:25.7,False,False,False,False
09:50:25.8,False,False,False,False
09:50:25.9,False,False,False,False
09:50:26.0,False,False,False,False
09:50:26.1,False,False,False,False
09:50:26.2,False,False,False,False
09:50:26.3,False,False,False,False
09:50:26.4,False,False,False,False
09:50:26.5,False,False,False,False
09:50:26.6,False,False,False,False
09:50:26.7,False,False,False,False
09:50:26.8,False,False,False,False
09:50:26.9,False,False,False,False
09:50:27.0,False,False,False,False
09:50:27.1,False,False,False,False
09:50:27.2,False,False,False,False
09:50:27.3,False,False,False,False
09:50:27.4,False,False,False,False
09:50:27.5,False,False,False,False
09:50:27.6,False,False,False,False
09:50:27.7,False,False,False,False
09:50:27.8,False,False,False,False
09:50:27.9,False,False,False,False
09:50:28.0,False,False,False,False
09:50:28.1,False,False,False,False
09:50:28.2,False,False,False,False
09:50:28.3,False,False,False,False
09:50:28.4,False,False,False,False
09:50:28.5,False,False,False,False
09:50:28.6,False,False,False,False
09:50:28.7,False,False,False,False
09:50:28.8,False,False,False,False
09:50:28.9,False,False,False,False
09:50:29.0,False,False,False,False
09:50:29.2,False,False,False,False
09:50:29.3,False,False,False,False
09:50:29.4,False,False,False,False
09:50:29.5,False,False,False,False
09:50:29.6,False,False,False,False
09:50:29.7,False,False,False,False
09:50:29.8,False,False,False,False
09:50:29.9,False,False,False,False
09:50:30.0,False,False,False,False
09:50:30.1,False,False,False,False
09:50:30.2,False,False,False,False
09:50:30.3,False,False,False,False
09:50:30.4,False,False,False,False
09:50:30.5,False,False,False,False
09:50:30.6,False,False,False,False
09:50:30.7,False,False,False,False
09:50:30.8,False,False,False,False
09:50:30.9,False,False,False,False
09:50:31.0,False,False,False,False
09:50:31.1,False,False,False,False
09:50:31.2,False,False,False,False
09:50:31.3,False,False,False,False
09:50:31.4,False,False,False,False
09:50:31.5,False,False,False,False
09:50:31.6,False,False,False,False
09:50:31.7,False,False,False,False
09:50:31.8,False,False,False,False
09:50:31.9,False,False,False,False
09:50:32.0,False,False,False,False
09:50:32.1,False,False,False,False
09:50:32.2,False,False,False,False
09:50:32.3,False,False,False,False
09:50:32.4,False,False,False,False
09:50:32.5,False,False,False,False
09:50:32.6,False,False,False,False
09:50:32.7,False,False,False,False
09:50:32.8,False,False,False,False
09:50:32.9,False,False,False,False
09:50:33.0,False,False,False,False
09:50:33.1,False,False,False,False
09:50:33.2,False,False,False,False
09:50:33.3,False,False,False,False
09:50:33.4,False,False,False,False
09:50:33.5,False,False,False,False
09:50:33.6,False,False,False,False
09:50:33.7,False,False,False,False
09:50:33.8,False,False,False,False
09:50:33.9,False,False,False,False
09:50:34.0,False,False,False,False
09:50:34.1,False,False,False,False
09:50:34.2,False,False,False,False
09:50:34.3,False,False,False,False
09:50:34.4,False,False,False,False
09:50:34.5,False,False,False,False
09:50:34.6,False,False,False,False
09:50:34.7,False,False,False,False
09:50:34.8,False,False,False,False
09:50:34.9,False,False,False,False
09:50:35.0,False,False,False,False
09:50:35.1,False,False,False,False
09:50:35.2,False,False,False,False
09:50:35.3,False,False,False,False
09:50:35.4,False,False,False,False
09:50:35.5,False,False,False,False
09:50:35.6,False,False,False,False
09:50:35.7,False,False,False,False
09:50:35.8,False,False,False,False
09:50:35.9,False,False,False,False
09:50:36.0,False,False,False,False
09:50:36.1,False,False,False,False
09:50:36.2,False,False,False,False
09:50:36.3,False,False,False,False
09:50:36.4,False,False,False,False
09:50:36.5,False,False,False,False
09:50:36.6,False,False,False,False
09:50:36.7,False,False,False,False
09:50:36.8,False,False,False,False
09:50:36.9,False,False,False,False
09:50:37.0,False,False,False,False
09:50:37.1,False,False,False,False
09:50:37.2,False,False,False,False
09:50:37.3,False,False,False,False
09:50:37.4,False,False,False,False
09:50:37.5,False,False,False,False
09:50:37.6,False,False,False,False
09:50:37.7,False,False,False,False
09:50:37.8,False,False,False,False
09:50:37.9,False,False,False,False
09:50:38.0,False,False,False,False
09:50:38.1,False,False,False,False
09:50:38.2,False,False,False,False
09:50:38.3,False,False,False,False
09:50:38.4,False,False,False,False
09:50:38.5,False,False,False,False
09:50:38.6,False,False,False,False
09:50:38.7,False,False,False,False
09:50:38.8,False,False,False,False
09:50:38.9,False,False,False,False
09:50:39.0,False,False,False,False
09:50:39.1,False,False,False,False
09:50:39.2,False,False,False,False
09:50:39.3,False,False,False,False
09:50:39.4,False,False,False,False
09:50:39.5,False,False,False,False
09:50:39.6,False,False,False,False
09:50:39.7,False,False,False,False
09:50:39.8,False,False,False,False
09:50:39.9,False,False,False,False
09:50:40.0,False,False,False,False
09:50:40.1,False,False,False,False
09:50:40.2,False,False,False,False
09:50:40.4,False,False,False,False
09:50:40.5,False,False,False,False
09:50:40.6,False,False,False,False
09:50:40.7,False,False,False,False
09:50:40.8,False,False,False,False
09:50:40.9,False,False,False,False
09:50:41.0,False,False,False,False
09:50:41.1,False,False,False,False
09:50:41.2,False,False,False,False
09:50:41.3,False,False,False,False
09:50:41.4,False,False,False,False
09:50:41.5,False,False,False,False
09:50:41.6,False,False,False,False
09:50:41.7,False,False,False,False
09:50:41.8,False,False,False,False
09:50:41.9,False,False,False,False
09:50:42.0,False,False,False,False
09:50:42.1,False,False,False,False
09:50:42.2,False,False,False,False
09:50:42.3,False,False,False,False
09:50:42.4,False,False,False,False
09:50:42.5,False,False,False,False
09:50:42.6,False,False,False,False
09:50:42.7,False,False,False,False
09:50:42.8,False,False,False,False
09:50:42.9,False,False,False,False
09:50:43.0,False,False,False,False
09:50:43.1,False,False,False,False
09:50:43.2,False,False,False,False
09:50:43.3,False,False,False,False
09:50:43.4,False,False,False,False
09:50:43.5,False,False,False,False
09:50:43.6,False,False,False,False
09:50:43.7,False,False,False,False
09:50:43.8,False,False,False,False
09:50:43.9,False,False,False,False
09:50:44.0,False,False,False,False
09:50:44.1,False,False,False,False
09:50:44.2,False,False,False,False
09:50:44.3,False,False,False,False
09:50:44.4,False,False,False,False
09:50:44.5,False,False,False,False
09:50:44.6,False,False,False,False
09:50:44.7,False,False,False,False
09:50:44.8,False,False,False,False
09:50:44.9,False,False,False,False
09:50:45.0,False,False,False,False
09:50:45.1,False,False,False,False
09:50:45.2,False,False,False,False
09:50:45.3,False,False,False,False
09:50:45.4,False,False,False,False
09:50:45.5,False,False,False,False
09:50:45.6,False,False,False,False
09:50:45.7,False,False,False,False
09:50:45.8,False,False,False,False
09:50:45.9,False,False,False,False
09:50:46.0,False,False,False,False
09:50:46.1,False,False,False,False
09:50:46.2,False,False,False,False
09:50:46.3,False,False,False,False
09:50:46.4,False,False,False,False
09:50:46.5,False,False,False,False
09:50:46.6,False,False,False,False
09:50:46.7,False,False,False,False
09:50:46.8,False,False,False,False
09:50:46.9,False,False,False,False
09:50:47.0,False,False,False,False
09:50:47.1,False,False,False,False
09:50:47.2,False,False,False,False
09:50:47.3,False,False,False,False
09:50:47.4,False,False,False,False
09:50:47.5,False,False,False,False
09:50:47.6,False,False,False,False
09:50:47.7,False,False,False,False
09:50:47.8,False,False,False,False
09:50:47.9,False,False,False,False
09:50:48.0,False,False,False,False
09:50:48.1,False,False,False,False
09:50:48.2,False,False,False,False
09:50:48.3,False,False,False,False
09:50:48.4,False,False,False,False
09:50:48.5,False,False,False,False
09:50:48.6,False,False,False,False
09:50:48.7,False,False,False,False
09:50:48.8,False,False,False,False
09:50:48.9,False,False,False,False
09:50:49.0,False,False,False,False
09:50:49.1,False,False,False,False
09:50:49.2,False,False,False,False
09:50:49.3,False,False,False,False
09:50:49.4,False,False,False,False
09:50:49.5,False,False,False,False
09:50:49.6,False,False,False,False
09:50:49.7,False,False,False,False
09:50:49.8,False,False,False,False
09:50:49.9,False,False,False,False
09:50:50.0,False,False,False,False
09:50:50.1,False,False,False,False
09:50:50.2,False,False,False,False
09:50:50.3,False,False,False,False
09:50:50.4,False,False,False,False
09:50:50.5,False,False,False,False
09:50:50.6,False,False,False,False
09:50:50.7,False,False,False,False
09:50:50.8,False,False,False,False
09:50:50.9,False,False,False,False
09:50:51.0,False,False,False,False
09:50:51.1,False,False,False,False
09:50:51.2,False,False,False,False
09:50:51.3,False,False,False,False
09:50:51.4,False,False,False,False
09:50:51.5,False,False,False,False
09:50:51.6,False,False,False,False
09:50:51.7,False,False,False,False
09:50:51.8,False,False,False,False
09:50:51.9,False,False,False,False
09:50:52.0,False,False,False,False
09:50:52.1,False,False,False,False
09:50:52.2,False,False,False,False
09:50:52.3,False,False,False,False
09:50:52.4,False,False,False,False
09:50:52.5,False,False,False,False
09:50:52.7,False,False,False,False
09:50:52.8,False,False,False,False
09:50:52.9,False,False,False,False
09:50:53.0,False,False,False,False
09:50:53.1,False,False,False,False
09:50:53.2,False,False,False,False
09:50:53.3,False,False,False,False
09:50:53.4,False,False,False,False
09:50:53.5,False,False,False,False
09:50:53.6,False,False,False,False
09:50:53.7,False,False,False,False
09:50:53.8,False,False,False,False
09:50:53.9,False,False,False,False
09:50:54.0,False,False,False,False
09:50:54.1,False,False,False,False
09:50:54.2,False,False,False,False
09:50:54.3,False,False,False,False
09:50:54.4,False,False,False,False
09:50:54.5,False,False,False,False
09:50:54.6,False,False,False,False
09:50:54.7,False,False,False,False
09:50:54.8,False,False,False,False
09:50:54.9,False,False,False,False
09:50:55.0,False,False,False,False
09:50:55.1,False,False,False,False
09:50:55.2,False,False,False,False
09:50:55.3,False,False,False,False
09:50:55.4,False,False,False,False
09:50:55.5,False,False,False,False
09:50:55.6,False,False,False,False
09:50:55.7,False,False,False,False
09:50:55.8,False,False,False,False
09:50:55.9,False,False,False,False
09:50:56.0,False,False,False,False
09:50:56.1,False,False,False,False
09:50:56.2,False,False,False,False
09:50:56.3,False,False,False,False
09:50:56.4,False,False,False,False
09:50:56.5,False,False,False,False
09:50:56.6,False,False,False,False
09:50:56.7,False,False,False,False
09:50:56.8,False,False,False,False
09:50:56.9,False,False,False,False
09:50:57.0,False,False,False,False
09:50:57.1,False,False,False,False
09:50:57.2,False,False,False,False
09:50:57.3,False,False,False,False
09:50:57.4,False,False,False,False
09:50:57.5,False,False,False,False
09:50:57.6,False,False,False,False
09:50:57.7,False,False,False,False
09:50:57.8,False,False,False,False
09:50:57.9,False,False,False,False
09:50:58.0,False,False,False,False
09:50:58.1,False,False,False,False
09:50:58.2,False,False,False,False
09:50:58.3,False,False,False,False
09:50:58.4,False,False,False,False
09:50:58.5,False,False,False,False
09:50:58.6,False,False,False,False
09:50:58.7,False,False,False,False
09:50:58.8,False,False,False,False
09:50:58.9,False,False,False,False
09:50:59.0,False,False,False,False
09:50:59.1,False,False,False,False
09:50:59.2,False,False,False,False
09:50:59.3,False,False,False,False
09:50:59.4,False,False,False,False
09:50:59.5,False,False,False,False
09:50:59.6,False,False,False,False
09:50:59.7,False,False,False,False
09:50:59.8,False,False,False,False
09:50:59.9,False,False,False,False
09:51:00.0,False,False,False,False
09:51:00.1,False,False,False,False
09:51:00.2,False,False,False,False
09:51:00.3,False,False,False,False
09:51:00.4,False,False,False,False
09:51:00.5,False,False,False,False
09:51:00.6,False,False,False,False
09:51:00.7,False,False,False,False
09:51:00.8,False,False,False,False
09:51:00.9,False,False,False,False
09:51:01.0,False,False,False,False
09:51:01.1,False,False,False,False
09:51:01.2,False,False,False,False
09:51:01.3,False,False,False,False
09:51:01.4,False,False,False,False
09:51:01.5,False,False,False,False
09:51:01.6,False,False,False,False
09:51:01.7,False,False,False,False
09:51:01.8,False,False,False,False
09:51:01.9,False,False,False,False
09:51:02.0,False,False,False,False
09:51:02.1,False,False,False,False
09:51:02.3,False,False,False,False
09:51:02.4,False,False,False,False
09:51:02.5,False,False,False,True
09:51:02.6,False,False,False,True
09:51:02.7,False,False,False,True
09:51:02.8,False,False,False,True
09:51:02.9,False,False,False,True
09:51:03.0,False,False,False,True
09:51:03.1,False,False,False,True
09:51:03.2,False,False,False,True
09:51:03.3,False,False,False,False
09:51:03.4,False,False,False,False
09:51:03.5,False,False,False,False
09:51:03.6,False,False,False,False
09:51:03.7,False,False,False,False
09:51:03.8,False,False,False,False
09:51:03.9,False,False,False,False
09:51:04.0,False,False,False,False
09:51:04.1,False,False,False,False
09:51:04.2,False,False,False,False
09:51:04.3,False,False,False,False
09:51:04.4,False,False,False,False
09:51:04.5,False,False,False,False
09:51:04.6,False,False,False,False
09:51:04.7,False,False,False,False
09:51:04.8,False,False,False,False
09:51:04.9,False,False,False,False
09:51:05.0,False,False,False,False
09:51:05.1,False,False,False,False
09:51:05.2,False,False,False,False
09:51:05.3,False,False,False,False
09:51:05.4,False,False,False,False
09:51:05.5,False,False,False,False
09:51:05.6,False,False,False,False
09:51:05.7,False,False,False,False
09:51:05.8,False,False,False,False
09:51:05.9,False,False,False,False
09:51:06.0,False,False,False,False
09:51:06.1,False,False,False,False
09:51:06.2,False,False,False,False
09:51:06.3,False,False,False,False
09:51:06.4,False,False,False,False
09:51:06.5,False,False,False,False
09:51:06.6,False,False,False,False
09:51:06.7,False,False,False,False
09:51:06.8,False,False,False,False
09:51:06.9,False,False,False,False
09:51:07.0,False,False,False,False
09:51:07.1,False,False,False,False
09:51:07.2,False,False,False,False
09:51:07.3,False,False,False,False
09:51:07.4,False,False,False,False
09:51:07.5,False,False,False,False
09:51:07.6,False,False,False,False
09:51:07.7,False,False,False,False
09:51:07.8,False,False,False,False
09:51:07.9,False,False,False,False
09:51:08.0,False,False,False,False
09:51:08.1,False,False,False,False
09:51:08.2,False,False,False,False
09:51:08.3,False,False,False,False
09:51:08.4,False,False,False,False
09:51:08.5,False,False,False,False
09:51:08.6,False,False,False,False
09:51:08.7,False,False,False,False
09:51:08.8,False,False,False,False
09:51:08.9,False,False,False,False
09:51:09.0,False,False,False,False
09:51:09.1,False,False,False,False
09:51:09.2,False,False,False,False
09:51:09.3,False,False,False,False
09:51:09.4,False,False,False,False
09:51:09.5,False,False,False,False
09:51:09.6,False,False,False,False
09:51:09.7,False,False,False,False
09:51:09.8,False,False,False,False
09:51:09.9,False,False,False,False
09:51:10.0,False,False,False,False
09:51:10.1,False,False,False,False
09:51:10.2,False,False,False,False
09:51:10.3,False,False,False,False
09:51:10.4,False,False,False,False
09:51:10.5,False,False,False,False
09:51:10.6,False,False,False,False
09:51:10.7,False,False,False,False
09:51:10.8,False,False,False,False
09:51:10.9,False,False,False,False
09:51:11.0,False,False,False,False
09:51:11.1,False,False,False,False
09:51:11.2,False,False,False,False
09:51:11.3,False,False,False,False
09:51:11.4,False,False,False,False
09:51:11.5,False,False,False,False
09:51:11.6,False,False,False,False
09:51:11.7,False,False,False,False
09:51:11.8,False,False,False,False
09:51:11.9,False,False,False,False
09:51:12.0,False,False,False,False
09:51:12.1,False,False,False,False
09:51:12.2,False,False,False,False
09:51:12.4,False,False,False,False
09:51:12.5,False,False,False,False
09:51:12.6,False,False,False,False
09:51:12.7,False,False,False,False
09:51:12.8,False,False,False,False
09:51:12.9,False,False,False,False
09:51:13.0,False,False,False,False
09:51:13.1,False,False,False,False
09:51:13.2,False,False,False,False
09:51:13.3,False,False,False,False
09:51:13.4,False,False,False,False
09:51:13.5,False,False,False,False
09:51:13.6,False,False,False,False
09:51:13.7,False,False,False,False
09:51:13.8,False,False,False,False
09:51:13.9,False,False,False,False
09:51:14.0,False,False,False,False
09:51:14.1,False,False,False,False
09:51:14.2,False,False,False,False
09:51:14.3,False,False,False,False
09:51:14.4,False,False,False,False
09:51:14.5,False,False,False,False
09:51:14.6,False,False,False,False
09:51:14.7,False,False,False,False
09:51:14.8,False,False,False,False
09:51:14.9,False,False,False,False
09:51:15.0,False,False,False,False
09:51:15.1,False,False,False,False
09:51:15.2,False,False,False,False
09:51:15.3,False,False,False,False
09:51:15.4,False,False,False,False
09:51:15.5,False,False,False,False
09:51:15.6,False,False,False,False
09:51:15.7,False,False,False,False
09:51:15.8,False,False,False,False
09:51:15.9,False,False,False,False
09:51:16.0,False,False,False,False
09:51:16.1,False,False,False,False
09:51:16.2,False,False,False,False
09:51:16.3,False,False,False,False
09:51:16.4,False,False,False,False
09:51:16.5,False,False,False,False
09:51:16.6,False,False,False,False
09:51:16.7,False,False,False,False
09:51:16.8,False,False,False,False
09:51:16.9,False,False,False,False
09:51:17.0,False,False,False,False
09:51:17.1,False,False,False,False
09:51:17.2,False,False,False,False
09:51:17.3,False,False,False,False
09:51:17.4,False,False,False,False
09:51:17.5,False,False,False,False
09:51:17.6,False,False,False,False
09:51:17.7,False,False,False,False
09:51:17.8,False,False,False,False
09:51:17.9,False,False,False,False
09:51:18.0,False,False,False,False
09:51:18.1,False,False,False,False
09:51:18.2,False,False,False,False
09:51:18.3,False,False,False,False
09:51:18.4,False,False,False,False
09:51:18.5,False,False,False,False
09:51:18.6,False,False,False,False
09:51:18.7,False,False,False,False
09:51:18.8,False,False,False,False
09:51:18.9,False,False,False,False
09:51:19.0,False,False,False,False
09:51:19.1,False,False,False,False
09:51:19.2,False,False,False,False
09:51:19.3,False,False,False,False
09:51:19.4,False,False,False,False
09:51:19.5,False,False,False,False
09:51:19.6,False,False,False,False
09:51:19.7,False,False,False,False
09:51:19.8,False,False,False,False
09:51:19.9,False,False,False,False
09:51:20.0,False,False,False,False
09:51:20.1,False,False,False,False
09:51:20.2,False,False,False,False
09:51:20.3,False,False,False,False
09:51:20.4,False,False,False,False
09:51:20.5,False,False,False,False
09:51:20.6,False,False,False,False
09:51:20.7,False,False,False,False
09:51:20.8,False,False,False,False
09:51:20.9,False,False,False,False
09:51:21.0,False,False,False,False
09:51:21.1,False,False,False,False
09:51:21.2,False,False,False,False
09:51:21.3,False,False,False,False
09:51:21.4,False,False,False,False
09:51:21.5,False,False,False,False
09:51:21.6,False,False,False,False
09:51:21.7,False,False,False,False
09:51:21.8,False,False,False,False
09:51:21.9,False,False,False,False
09:51:22.0,False,False,False,False
09:51:22.1,False,False,False,False
09:51:22.2,False,False,False,False
09:51:22.3,False,False,False,False
09:51:22.4,False,False,False,False
09:51:22.5,False,False,False,False
09:51:22.6,False,False,False,False
09:51:22.7,False,False,False,False
09:51:22.8,False,False,False,False
09:51:22.9,False,False,False,False
09:51:23.0,False,False,False,False
09:51:23.1,False,False,False,False
09:51:23.3,False,False,False,False
09:51:23.4,False,False,False,False
09:51:23.5,False,False,False,False
09:51:23.6,False,False,False,False
